replies,retweets,favorites,text,day,time
0,0,0,  هذا الموقع حاليا يتم جرفه بالمعدات و نخشى ان يقام به شيء من الفعاليات يا عالم ما بزينا زحمه الشوارع بتجيبونهم عندنا و الله الوضع مزري httpsgooglmapsqqB9SKRUSscHG33M7 ضفو بزارينكم عن داخل الاحياء,20/10/2019,16:21
1,0,0,  و الله ياليت يطبق من العقوبات رقم ٢ و رقم ٣ على ربعكم الموسيقى عاليه و مزعجه لسكان الحي و تشتغل وقت الصلاه,20/10/2019,16:14
0,3,1,  كانت متوقعه وغريب عدم تدارك الامر من قبل المنظمين قابلت احدى كبيرات وشكت معاناتها يوم المسيره خوف وقلق وازعاج ودخان وهي من مصابي الربو واخرى ذكرت كيف عانت من الدخول لمنزلها في   وسوء تعامل رجال التنظيم في الحي مع سائقها وتعطل مصالح سكان الحي,20/10/2019,15:39
0,0,1,من شهر 4 و طيارات الامارات و مصر و السعوديه تقربع فوق روسنا و تقتل في الليبيين و السعوديين ما تحملوش العاب ناريه دايرتها دولتهم  ,20/10/2019,14:45
1,2,2,بالعكس انا مبسوط نعم لـاول مره تعجبني الهمجيه تدرون ليه لان هي تلك النوعيات التى جلبت لحينا   اقفلوا علينا منازلنا وسجنونا فيها اقامه جبريه ومن استطاع الخروج لم يستطيع العوده والبارح الساعه 130 ليلا اطلقوا مدافع الالعاب الناريه لامراعاه للاطفال ولاكبار السن,20/10/2019,14:38
0,0,0,  لابد ان يصل صوتنا للاماره ولازم احد اهالي الحي والذي له علاقه بالاماره ان يوصل صوتنا باسرع وقت,20/10/2019,11:55
0,0,0,مجهودات جباره الله يقويكم وكلنا ثقه في حرصكم على تدارك السلبيات واهمها معاناه سكان الاحياء القريبه من الفعاليات  ,20/10/2019,11:38
0,0,0,تعالت الاصوات المنتقده لنوعيه البشر الهمجيه كما يقولون التى ترمي المخلفات في النافوره وتخرب الموسم بتصرفات ولبس غير لائقبعد الحمدالله نقول لكم هي نفسها تلك النوعيات التى جلبتوها لحينا ونغصتوا علينا راحتنا لانستطيع الخروج او الدخول الخارج منا مفقود والعائد مولود  ,20/10/2019,11:28
0,0,0,الله يبشرك بالخيرنحن اهل الحي نعيش ماساه تجميع من هب ودب علينا لانستطيع الخروج ولا الرجوع لمنازلنا الاشكال الي مزعجتكم في الاحتفال بالموسم هي نفسها الى تقطع الطرق علينا وتوقف امام بيوتنا وتجعلنا في آقامه جبريه شكرا لهم  ,20/10/2019,11:24
0,1,0,العاب ناريه الساعه2 الفجر ليله السبت وش يحس فيه منظم الحفل مافيه مراعاه للنايمين بالحي هل فيه بلد بالعالم يسوي حفل العاب ناريه بعد منتصف الليل بوسط حي سكني مهزله  ,20/10/2019,11:02
0,0,0,والله ياهي معاناه زحمه وازعاج  يعني بعد الساعه ٤ العصر افكر جديا بالطريق قبل الطلعه وازعاج مو طبيعي لازم نتحمل ذا شهرين  ,20/10/2019,10:37
0,0,0,اللهم ارزقني البركه في جسدي وروحي وقلبي وحياتي وعائلتي ومسكني وموطني وارضي وسمائي ولحظاتي وسكناتي وصمتي وحديثي وكل مايحيط بيواجعلني مباركه اينما اكون    ,20/10/2019,09:23
10,12,4,  هذه مشكله القرارات المستعجله والتي لم تدرس بتاتا  مثل هذه الفعاليات وبايامها الطويله لا تكون الا خارج النطاق العمراني فراحه السكان مطلب هام قبل ان ترى ان الراحه فقط للحضور  السؤال الى متى تستمر المعاناه  ,20/10/2019,07:31
0,2,0,  ,20/10/2019,03:37
0,0,0, 2019 ازعاج الموسيقى في غرف النوم خلونا ننام زي الناس  ,20/10/2019,03:01
0,0,7, حسبي الله على من صمم هالترفيه لك الله يا ميكرفونات الاذان كم شوهوك     ,20/10/2019,00:32
0,0,0,    اذا طلعت من بيتنا معد اقدر ارجع الا بكره,19/10/2019,23:21
0,2,0,استاثمتوا في سكان الحي كان خليتوا حفلكم في قلعه وادرين شغل   وعجله كله عشان الفساد يكون بين الناس وش ذنب الملتزمين في الحي يسمعون نانسي وكانها في بيتهم   ,19/10/2019,22:30
0,0,0,نتمنى النظر في معاناه سكان حطين الدخول والخروج اليه والازعاج وعدم تسكير الدورات من اجل الوصول للمنزل ووضع استيكرات لا هل الحي لتسهيل الوصول الى منازلنا  ,19/10/2019,20:58
0,0,0, ,19/10/2019,20:56
1,0,0,كل شوارع الرياض زحمه اغلبها جنوب شرق غرب شمال بس حطين وداخل الحاره المواقف ماخذينها والسوبر ماركت ما اقدر اروح لها وش دعوه  ,19/10/2019,20:51
0,0,0,  مطلوب من اهل حطين يحترمون ضيوف الموسم حسبي الله بس ,19/10/2019,20:51
0,0,0,حسبي الله ونعمه الوكيل  ,19/10/2019,20:15
0,0,0, ,19/10/2019,20:14
1,1,0,هههههههههههههههههههههههههههههههههههههههههه معاناه سكان حطين ,19/10/2019,20:09
0,0,1,    عند اختيار مواقع الفعاليات نتمنى البعد عن مركز المدينه والمناطق السكنيه احترامآ لراحه ساكينها,19/10/2019,19:55
0,0,1,    وضع الحي طمااااط,19/10/2019,19:49
0,0,0,لو يحطون بالف حي اللحوج بيجينك لمن عندك صدق شي يقهر الواحد مو عارف يطلع من بيته يقضي اغراضه مسخره  ,19/10/2019,19:38
0,0,0,اهل حطين كيف حالكم اليوم والله شايل همكم  ,19/10/2019,19:26
0,0,0,فعلا هذا ماحدث امس وانزعجت  ,19/10/2019,18:59
0,0,1,  ,19/10/2019,18:54
0,0,0,  ,19/10/2019,18:52
0,2,1,شكرا لكل ما قدمته من تغيير واسعاد المواطنين والوطن شي مفرح جدا ويسر العين ما نراه لكن نتمنى تلافي بعض الملاحظات اللتي يعاني منها سكان الحي بعض منها  1سهوله الدخول والخروج لمنازلهم 2 اغلاق مداخل منازلهم من قبل الزوار 3 اطلاق الالعاب الناريه بوقت متاخر  ,19/10/2019,18:49
0,0,0,شكل اللي ساكنين   اكثر من سكان   بذاته  ,19/10/2019,18:40
0,1,0,  من ارقى حي في الرياض الى ساحه تفحيط ومكب اڤنتات واهتزازات ارضيه جويه من انفجار الالعاب الناريه  نشكر هيئه الترفيه نشكر مرور الرياض وجميع المنظمين على ولا شي وحسبي الله ونعم الوكيل  ,19/10/2019,18:15
0,0,0,الله يكون بعونكم انا في النخيل والزحمه واصله لنا احاول اخلص اشغالي قبل المغرب من جد الوضع جدآ سيئ  ,19/10/2019,17:42
0,0,0,  وجهه نظري  شكرا ,19/10/2019,17:41
2,1,0,  تسجيل دخول ,19/10/2019,17:20
0,0,2,اللهم امطر على قبور من فقدناهم بالرحمه والمغفره وارحم كل عزيز رحل عنا     ,19/10/2019,17:18
0,1,2,التفاؤل لايعني انك لن تتعب ولن تتضايق ولن تمرض التفاؤل هو الرضا بالقدر خيره وشره وتشكر الله وتحمده على كل حال الحمدلله دائما وابدا    ,19/10/2019,17:18
0,0,0,سبحان الذي اذا ذكرته ذكرك  و ان شكرته زادك  و ان توكلت عليه كفاك  سبحان الله وبحمده  سبحان الله العظيم  ,19/10/2019,17:15
0,0,0,قال تعالىالمؤمنون والمؤمنات بعضهم اولياء بعض يامرون بالمعروف وينهون عن المنكر ويقيمون الصلاه ويؤتون الزكاه   ,19/10/2019,17:15
0,0,0,  اشكي لمين والا لمين ,19/10/2019,16:45
1,3,2,  كلمت موسم الرياض على هذا الرقم 9200 14180 وقدمت شكوى على الضوضاء السمعيه والبصريه الي صايره يقولون بيصير فيه العاب ناريه كل خميس فقط وواضح انه مو مدروس كويس والدليل امس الفجر كان فيه العاب ناريه بنصف الليل وقبل الفجر,19/10/2019,16:45
4,5,4,  كلمت المرور اليوم اشتكي على الي صاير قالوا مالنا دخل كلمي الشرطه كلمت الشرطه قالوا تعالي للمركز قدمي بلاغ امانه منطقه الرياض ماردوا فارسلت الشكوى على تطبيقهم وماعرف ايش ممكن يسوون,19/10/2019,16:44
0,0,0,الوضع جدا لا يطاق  ,19/10/2019,16:32
0,1,1,زحمه ومداخل ومخارج الحي مقفله من قبل المرور والعاب ناريه الساعه ١٢ ونص الليل والساعه ١٥١ الفجر  خافو الله فينا ارقى احياء الرياض يكون فيها هالشي هذا ترعيب وتعذيب وليس ترفيه            ,19/10/2019,16:30
3,4,3,اغلاق جزء من طريق الامير تركي وجزء من طريق الامير محمد بن سلمان يجبر راغبي الوصل لمكان الفعاليات الدخول وسط الحاره وبعضهم يوقف سيارته بعد  تحرك المرور اجباري وواجب عليهم لمنع تحول مسار الحركه المروريه لداخل الحاره  ,19/10/2019,16:28
1,2,1,نتمنى الي صار اليومين الي فاتت مايتكرر معنا كل ويكند حتى لو افتتحت عده فعاليات تظل فعاليه   هي الازحم  نمتنع عن الدخول والخروج من بيوتنا باي حق وباي قانون علشان فعاليه    ,19/10/2019,16:23
0,3,2,    نتمنى حل سريع وجذري من المسؤولين الوضع لايطاق وغير طبيعي ولاقد صار في اي مكان بالعالم وبيستمر ٣ شهور الترفيه ليس بازعاج السكان بل اسعادهم وراحتهم            ,19/10/2019,16:07
