,replies,retweets,favorites,text,day,time,tokens,normalized,tokenized,predictions,username
41,0,4,2,  يوميا في أخر الليل ردحه وإزعاج متواصل كأنهم في نص البيت ماصار ترفيه صار هبال وقلق وستهتار حسبنا الله عليكم لا الناس في الحي عرفو يدرسون ولا ينامون والمصيبة الأكبر اننا بفترة اختبارات,18/12/2019,22:10,"['يوميا', 'أخر', 'الليل', 'ردحه', 'وإزعاج', 'متواصل', 'كأنهم', 'نص', 'البيت', 'ماصار', 'ترفيه', 'صار', 'هبال', 'وقلق', 'وستهتار', 'حسبنا', 'الله', 'عليكم', 'الناس', 'الحي', 'عرفو', 'يدرسون', 'ينامون', 'والمصيبة', 'الأكبر', 'اننا', 'بفترة', 'اختبارات']", يوميا اخر اليل ردحه وازعاج متواصل كانهم نص البيت ماصار ترفيه صار هبال وقلق وستهتار حسبنا اله عليكم الناس الحي عرفو يدرسون ينامون والمصيبه الاكبر انا بفتره اختبارات,"['يوميا', 'اخر', 'اليل', 'ردحه', 'وازعاج', 'متواصل', 'كانهم', 'نص', 'البيت', 'ماصار', 'ترفيه', 'صار', 'هبال', 'وقلق', 'وستهتار', 'حسبنا', 'اله', 'عليكم', 'الناس', 'الحي', 'عرفو', 'يدرسون', 'ينامون', 'والمصيبه', 'الاكبر', 'انا', 'بفتره', 'اختبارات']",negative,SarahAlbeee
42,4,2,1,لا مصخت مب طبيعي الوضع قبل كم يوم أصوات الألعاب الناريه روعتنا بنص الليل قسم بالله جتني أم الركب أحسبه صواريخ والحين يوميا ردحه وإزعاج متواصل كأنهم بينا بنص البيت ماصار ترفيه هذا اسمه قلق قلللق      ,17/12/2019,21:32,"['مصخت', 'مب', 'طبيعي', 'الوضع', 'قبل', 'يوم', 'أصوات', 'الألعاب', 'الناريه', 'روعتنا', 'بنص', 'الليل', 'قسم', 'بالله', 'جتني', 'الركب', 'أحسبه', 'صواريخ', 'والحين', 'يوميا', 'ردحه', 'وإزعاج', 'متواصل', 'كأنهم', 'بينا', 'بنص', 'البيت', 'ماصار', 'ترفيه', 'اسمه', 'قلق', 'قلللق']", مصخت مب طبيعي الوضع قبل يوم اصوات الالعاب الناريه روعتنا بنص اليل قسم باله جتني الركب احسبه صواريخ والحين يوميا ردحه وازعاج متواصل كانهم بينا بنص البيت ماصار ترفيه اسمه قلق قلق,"['مصخت', 'مب', 'طبيعي', 'الوضع', 'قبل', 'يوم', 'اصوات', 'الالعاب', 'الناريه', 'روعتنا', 'بنص', 'اليل', 'قسم', 'باله', 'جتني', 'الركب', 'احسبه', 'صواريخ', 'والحين', 'يوميا', 'ردحه', 'وازعاج', 'متواصل', 'كانهم', 'بينا', 'بنص', 'البيت', 'ماصار', 'ترفيه', 'اسمه', 'قلق', 'قلق']",negative,maha_sh3
43,0,0,1,متى بيطفون اغانيهم       ,17/12/2019,21:31,"['بيطفون', 'اغانيهم']", بيطفون اغانيهم,"['بيطفون', 'اغانيهم']",positive,Maha_SB
44,0,0,0,وش هالروعه الساعه ١ونص العاب ناريه احترموا الوقت فيه أطفال وكبار بالسن ترعبهم هالأصوات  ,15/12/2019,22:07,"['وش', 'هالروعه', 'الساعه', '١ونص', 'العاب', 'ناريه', 'احترموا', 'الوقت', 'أطفال', 'وكبار', 'بالسن', 'ترعبهم', 'هالأصوات']", وش هالروعه الساعه ١ونص العاب ناريه احترموا الوقت اطفال وكبار بالسن ترعبهم هالاصوات,"['وش', 'هالروعه', 'الساعه', '١ونص', 'العاب', 'ناريه', 'احترموا', 'الوقت', 'اطفال', 'وكبار', 'بالسن', 'ترعبهم', 'هالاصوات']",negative,Reem94s
45,0,0,0,فعلا البارحه ليلة الاحد قمت مفزوعه من صوت انفجارات الالعاب النارية من الخوف احسبه حرب الله يحفظناالعاده يوم الخميس ازعاج لكن ليلة دوام ومدارسهذي مافيها مراعاة لكبير سن ولا مريض ولا طفل ولا اللي وراهم دوام ومدارس حرام كيذا فعلا تعذيب نفسي  ,15/12/2019,19:00,"['فعلا', 'البارحه', 'ليلة', 'الاحد', 'قمت', 'مفزوعه', 'صوت', 'انفجارات', 'الالعاب', 'النارية', 'الخوف', 'احسبه', 'حرب', 'الله', 'يحفظناالعاده', 'يوم', 'الخميس', 'ازعاج', 'ليلة', 'دوام', 'ومدارسهذي', 'مافيها', 'مراعاة', 'لكبير', 'سن', 'مريض', 'طفل', 'اللي', 'وراهم', 'دوام', 'ومدارس', 'حرام', 'كيذا', 'فعلا', 'تعذيب', 'نفسي']", فعلا البارحه ليله الاحد قمت مفزوعه صوت انفجارات الالعاب الناريه الخوف احسبه حرب اله يحفظنالعاده يوم الخميس ازعاج ليله دوام ومدارسهذي مافيها مراعاه لكبير سن مريض طفل الي وراهم دوام ومدارس حرام كيذا فعلا تعذيب نفسي,"['فعلا', 'البارحه', 'ليله', 'الاحد', 'قمت', 'مفزوعه', 'صوت', 'انفجارات', 'الالعاب', 'الناريه', 'الخوف', 'احسبه', 'حرب', 'اله', 'يحفظنالعاده', 'يوم', 'الخميس', 'ازعاج', 'ليله', 'دوام', 'ومدارسهذي', 'مافيها', 'مراعاه', 'لكبير', 'سن', 'مريض', 'طفل', 'الي', 'وراهم', 'دوام', 'ومدارس', 'حرام', 'كيذا', 'فعلا', 'تعذيب', 'نفسي']",negative,NAlmuqu
46,2,3,2,  الساعة ٢ م ,15/12/2019,14:46,"['الساعة', '٢', 'م']", الساعه ٢ م,"['الساعه', '٢', 'م']",neutral,mudhy111
47,0,1,0,وقت الاختبارات يتوقع ان الجميع يهتم بعيالهم وبهدوء المكان لهم واحنا ننزعج من العاب نارية للمكان الترفيهي الموجود في حارتنا يارب يكون فيه دراسة للموقع قبل ينشأ مكان ترفيهي بحي سكني  ,15/12/2019,13:00,"['وقت', 'الاختبارات', 'يتوقع', 'ان', 'الجميع', 'يهتم', 'بعيالهم', 'وبهدوء', 'المكان', 'واحنا', 'ننزعج', 'العاب', 'نارية', 'للمكان', 'الترفيهي', 'الموجود', 'حارتنا', 'يارب', 'يكون', 'دراسة', 'للموقع', 'قبل', 'ينشأ', 'مكان', 'ترفيهي', 'بحي', 'سكني']", وقت الاختبارات يتوقع ان الجميع يهتم بعيالهم وبهدوء المكان واحنا نزعج العاب ناريه لمكان الترفيهي الموجود حارتنا يارب يكون دراسه لموقع قبل ينشا مكان ترفيهي بحي سكني,"['وقت', 'الاختبارات', 'يتوقع', 'ان', 'الجميع', 'يهتم', 'بعيالهم', 'وبهدوء', 'المكان', 'واحنا', 'نزعج', 'العاب', 'ناريه', 'لمكان', 'الترفيهي', 'الموجود', 'حارتنا', 'يارب', 'يكون', 'دراسه', 'لموقع', 'قبل', 'ينشا', 'مكان', 'ترفيهي', 'بحي', 'سكني']",positive,Amas1410
48,0,1,1,  امس كنت نائمة ياربي قمت مروعة ونافذتي ع الجهة الاخرى ما بلغونا ان فيه العاب يارب متى ينتهي هالعذاب,15/12/2019,11:41,"['امس', 'كنت', 'نائمة', 'ياربي', 'قمت', 'مروعة', 'ونافذتي', 'ع', 'الجهة', 'الاخرى', 'بلغونا', 'ان', 'العاب', 'يارب', 'ينتهي', 'هالعذاب']", امس كنت نائمه ياربي قمت مروعه ونافذتي ع الجه الاخري بلغونا ان العاب يارب ينتهي هالعذاب,"['امس', 'كنت', 'نائمه', 'ياربي', 'قمت', 'مروعه', 'ونافذتي', 'ع', 'الجه', 'الاخري', 'بلغونا', 'ان', 'العاب', 'يارب', 'ينتهي', 'هالعذاب']",negative,stronggirl28
49,0,0,0,  أبيع بيتي وين اروح,15/12/2019,10:00,"['أبيع', 'بيتي', 'وين', 'اروح']", ابيع بيتي وين اروح,"['ابيع', 'بيتي', 'وين', 'اروح']",negative,q185er
50,0,4,0,  العادة كل خميس في الساعة التاسعة نكون مستعدين نفسيا للإزعاج وللألعاب النارية اللي تهز بيوتنا لكن فجأة وبدون مقدمات تسمع صوت قوي يهز بيتك وكأن البيوت ما فيها أوادم على ١٢٠٠ الليل شي يحزززن قسم باللله بيتنا ماعاد فيه راحه وهدووء,14/12/2019,22:15,"['العادة', 'خميس', 'الساعة', 'التاسعة', 'نكون', 'مستعدين', 'نفسيا', 'للإزعاج', 'وللألعاب', 'النارية', 'اللي', 'تهز', 'بيوتنا', 'فجأة', 'وبدون', 'مقدمات', 'تسمع', 'صوت', 'قوي', 'يهز', 'بيتك', 'وكأن', 'البيوت', 'أوادم', '١٢٠٠', 'الليل', 'شي', 'يحزززن', 'قسم', 'باللله', 'بيتنا', 'ماعاد', 'راحه', 'وهدووء']", العاده خميس الساعه التاسعه نكون مستعدين نفسيا لازعاج ولالعاب الناريه الي تهز بيوتنا فجاه وبدون مقدمات تسمع صوت قوي يهز بيتك وكان البيوت اوادم ١٢٠ اليل شي يحزن قسم باله بيتنا ماعاد راحه وهدوء,"['العاده', 'خميس', 'الساعه', 'التاسعه', 'نكون', 'مستعدين', 'نفسيا', 'لازعاج', 'ولالعاب', 'الناريه', 'الي', 'تهز', 'بيوتنا', 'فجاه', 'وبدون', 'مقدمات', 'تسمع', 'صوت', 'قوي', 'يهز', 'بيتك', 'وكان', 'البيوت', 'اوادم', '١٢٠', 'اليل', 'شي', 'يحزن', 'قسم', 'باله', 'بيتنا', 'ماعاد', 'راحه', 'وهدوء']",negative,k_22mo
51,8,10,3,  اليوم السبت وليلة دوام وش المناسبة ترا ماكثر من شي سمج ,14/12/2019,19:53,"['اليوم', 'السبت', 'وليلة', 'دوام', 'وش', 'المناسبة', 'ترا', 'ماكثر', 'شي', 'سمج']", اليوم السبت وليله دوام وش المناسبه ترا ماكثر شي سمج,"['اليوم', 'السبت', 'وليله', 'دوام', 'وش', 'المناسبه', 'ترا', 'ماكثر', 'شي', 'سمج']",neutral,haifaAlRumaihi
52,0,2,0,الحمد لله على سلامتك وماقصرت بس عندي سؤال  متفقين إن   في الويك اند وماقصرتوا ترسلون لنا رسالة بخصوصها بس هلحين وهالوقت وبكرة مدارس ودوامات وش مناسبتها  أرحمونا ترويع تايم مقرر علينا كل يوم    ,14/12/2019,19:45,"['الحمد', 'لله', 'سلامتك', 'وماقصرت', 'عندي', 'سؤال', 'متفقين', 'الويك', 'اند', 'وماقصرتوا', 'ترسلون', 'رسالة', 'بخصوصها', 'هلحين', 'وهالوقت', 'وبكرة', 'مدارس', 'ودوامات', 'وش', 'مناسبتها', 'أرحمونا', 'ترويع', 'تايم', 'مقرر', 'علينا', 'يوم']", الحمد له سلامتك وماقصرت عندي سؤال متفقين الويك اند وماقصرتوا ترسلون رساله بخصوصها هلحين وهالوقت وبكره مدارس ودوامات وش مناسبتها ارحمونا ترويع تايم مقر علينا يوم,"['الحمد', 'له', 'سلامتك', 'وماقصرت', 'عندي', 'سؤال', 'متفقين', 'الويك', 'اند', 'وماقصرتوا', 'ترسلون', 'رساله', 'بخصوصها', 'هلحين', 'وهالوقت', 'وبكره', 'مدارس', 'ودوامات', 'وش', 'مناسبتها', 'ارحمونا', 'ترويع', 'تايم', 'مقر', 'علينا', 'يوم']",negative,maha_sh3
53,0,1,1,    بعد منتصف الليل وصوت الموسيقى الصادر من البوليفارد طاغي على أجواء المنزل أيعقل ذلك من حقنا الهدوء أعتزلنا في الجو الجميل الخروج إلى حديقة المنزل بسبب ذلك وحتى داخل البيت والنوافذ مغلقة ازعاج,12/06/2019,23:12,"['منتصف', 'الليل', 'وصوت', 'الموسيقى', 'الصادر', 'البوليفارد', 'طاغي', 'أجواء', 'المنزل', 'أيعقل', 'حقنا', 'الهدوء', 'أعتزلنا', 'الجو', 'الجميل', 'الخروج', 'حديقة', 'المنزل', 'بسبب', 'وحتى', 'داخل', 'البيت', 'والنوافذ', 'مغلقة', 'ازعاج']", منتصف اليل وصوت الموسيقي الصادر البوليفارد طاغي اجواء المنزل ايعقل حقنا الهدوء اعتزلنا الجو الجميل الخروج حديقه المنزل بسب وحتي داخل البيت والنوافذ مغلقه ازعاج,"['منتصف', 'اليل', 'وصوت', 'الموسيقي', 'الصادر', 'البوليفارد', 'طاغي', 'اجواء', 'المنزل', 'ايعقل', 'حقنا', 'الهدوء', 'اعتزلنا', 'الجو', 'الجميل', 'الخروج', 'حديقه', 'المنزل', 'بسب', 'وحتي', 'داخل', 'البيت', 'والنوافذ', 'مغلقه', 'ازعاج']",negative,nora_sm1
54,0,0,0,يا حلو شوارع الرياض و هي فاضية  ,12/06/2019,15:48,"['حلو', 'شوارع', 'الرياض', 'و', 'فاضية']", حلو شوارع الرياض و فاضيه,"['حلو', 'شوارع', 'الرياض', 'و', 'فاضيه']",neutral,eman_0c
55,0,0,0,الله يلعن ابو هالازعاج    ,12/05/2019,18:20,"['الله', 'يلعن', 'ابو', 'هالازعاج']", اله يلعن ابو هالازعاج,"['اله', 'يلعن', 'ابو', 'هالازعاج']",negative,ReemalMazroue
56,0,1,2,  لماذا هذا الاهمال بلغوا من يضع الحواجز في الطريق مساء كل يوم ان يزيلها بعداغلاق   عن وسط الطريق لانها تعيق حركت السيارات في الصباح عند الذهاب الى المدارس او العمل خصوصا شارع السليمانية المتجة غربا الى طريق تركي الاول      ,12/04/2019,19:36,"['لماذا', 'الاهمال', 'بلغوا', 'يضع', 'الحواجز', 'الطريق', 'مساء', 'يوم', 'ان', 'يزيلها', 'بعداغلاق', 'وسط', 'الطريق', 'لانها', 'تعيق', 'حركت', 'السيارات', 'الصباح', 'الذهاب', 'الى', 'المدارس', 'او', 'العمل', 'خصوصا', 'شارع', 'السليمانية', 'المتجة', 'غربا', 'الى', 'طريق', 'تركي', 'الاول']", لماذا الاهمال بلغوا يضع الحواجز الطريق مساء يوم ان يزيلها بعداغلاق وسط الطريق لانها تعيق حركت السيارات الصباح الذهاب الي المدارس او العمل خصوصا شارع السليمانيه المتجه غربا الي طريق تركي الاول,"['لماذا', 'الاهمال', 'بلغوا', 'يضع', 'الحواجز', 'الطريق', 'مساء', 'يوم', 'ان', 'يزيلها', 'بعداغلاق', 'وسط', 'الطريق', 'لانها', 'تعيق', 'حركت', 'السيارات', 'الصباح', 'الذهاب', 'الي', 'المدارس', 'او', 'العمل', 'خصوصا', 'شارع', 'السليمانيه', 'المتجه', 'غربا', 'الي', 'طريق', 'تركي', 'الاول']",negative,Bndr888_
